ATM Name,Transaction Date,Total amount Withdrawn,Weekday,Type,isYesterdayHoliday,isHoliday,isTomorrowHoliday,isYesterdayWeekday,isTomorrowWeekday,isWeekday,Rainfall Status
Big Street ATM,2014-07-25,404600,FRIDAY,Restricted Holiday,False,True,False,True,False,True,Light Rain
Mount Road ATM,2014-07-25,732500,FRIDAY,Restricted Holiday,False,True,False,True,False,True,Light Rain
Airport ATM,2014-07-25,680000,FRIDAY,Restricted Holiday,False,True,False,True,False,True,Light Rain
KK Nagar ATM,2014-07-25,917000,FRIDAY,Restricted Holiday,False,True,False,True,False,True,Light Rain
Christ College ATM,2014-07-25,504600,FRIDAY,Restricted Holiday,False,True,False,True,False,True,Light Rain
Big Street ATM,2014-07-26,316900,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
Mount Road ATM,2014-07-26,1063600,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
Airport ATM,2014-07-26,544600,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
KK Nagar ATM,2014-07-26,1301700,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
Christ College ATM,2014-07-26,369300,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
Big Street ATM,2014-07-27,204100,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Mount Road ATM,2014-07-27,388700,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Airport ATM,2014-07-27,501700,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
KK Nagar ATM,2014-07-27,364900,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Christ College ATM,2014-07-27,167700,SUNDAY,No Holiday,False,False,False,False,True,False,No Rain
Big Street ATM,2014-07-28,332000,MONDAY,No Holiday,False,False,True,False,True,True,No Rain
Mount Road ATM,2014-07-28,651200,MONDAY,No Holiday,False,False,True,False,True,True,No Rain
Airport ATM,2014-07-28,457600,MONDAY,No Holiday,False,False,True,False,True,True,No Rain
KK Nagar ATM,2014-07-28,1444600,MONDAY,No Holiday,False,False,True,False,True,True,No Rain
Christ College ATM,2014-07-28,496100,MONDAY,No Holiday,False,False,True,False,True,True,No Rain
Big Street ATM,2014-07-29,164900,TUESDAY,Gazetted Holiday,False,True,False,True,True,True,No Rain
Mount Road ATM,2014-07-29,368500,TUESDAY,Gazetted Holiday,False,True,False,True,True,True,No Rain
Airport ATM,2014-07-29,393400,TUESDAY,Gazetted Holiday,False,True,False,True,True,True,No Rain
KK Nagar ATM,2014-07-29,674700,TUESDAY,Gazetted Holiday,False,True,False,True,True,True,No Rain
Christ College ATM,2014-07-29,231100,TUESDAY,Gazetted Holiday,False,True,False,True,True,True,No Rain
Big Street ATM,2014-07-30,288000,WEDNESDAY,No Holiday,True,False,False,True,True,True,Light Rain
Mount Road ATM,2014-07-30,839100,WEDNESDAY,No Holiday,True,False,False,True,True,True,Light Rain
Airport ATM,2014-07-30,620100,WEDNESDAY,No Holiday,True,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-07-30,1117200,WEDNESDAY,No Holiday,True,False,False,True,True,True,Light Rain
Christ College ATM,2014-07-30,386800,WEDNESDAY,No Holiday,True,False,False,True,True,True,Light Rain
Big Street ATM,2014-07-31,424100,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-07-31,963800,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-07-31,213000,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-07-31,1606700,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-07-31,735500,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-08-01,528200,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2014-08-01,1058400,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2014-08-01,742300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2014-08-01,1557000,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2014-08-01,865300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2014-08-02,551300,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Mount Road ATM,2014-08-02,952100,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Airport ATM,2014-08-02,608900,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
KK Nagar ATM,2014-08-02,1550400,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Christ College ATM,2014-08-02,1162600,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Big Street ATM,2014-08-03,99600,SUNDAY,Observance,False,True,False,False,True,False,Light Rain
Mount Road ATM,2014-08-03,506600,SUNDAY,Observance,False,True,False,False,True,False,Light Rain
Airport ATM,2014-08-03,418600,SUNDAY,Observance,False,True,False,False,True,False,Light Rain
KK Nagar ATM,2014-08-03,512000,SUNDAY,Observance,False,True,False,False,True,False,Light Rain
Christ College ATM,2014-08-03,877900,SUNDAY,Observance,False,True,False,False,True,False,Light Rain
Big Street ATM,2014-08-04,639200,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Mount Road ATM,2014-08-04,729500,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Airport ATM,2014-08-04,79100,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
KK Nagar ATM,2014-08-04,1598800,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Christ College ATM,2014-08-04,1230000,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Big Street ATM,2014-08-05,594800,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-08-05,779600,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-08-05,647900,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-08-05,1377700,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-08-05,781900,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-08-06,525100,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-08-06,861200,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-08-06,361000,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-08-06,1489100,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-08-06,687400,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-08-07,443700,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-08-07,859200,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-08-07,579400,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-08-07,1159800,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-08-07,1025400,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-08-08,540500,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2014-08-08,841900,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2014-08-08,653300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2014-08-08,1323300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2014-08-08,661600,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2014-08-09,266000,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Mount Road ATM,2014-08-09,1004500,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Airport ATM,2014-08-09,432900,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
KK Nagar ATM,2014-08-09,1614700,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Christ College ATM,2014-08-09,822000,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Mount Road ATM,2014-08-10,543700,SUNDAY,Restricted Holiday,False,True,False,False,True,False,Light Rain
Airport ATM,2014-08-10,439100,SUNDAY,Restricted Holiday,False,True,False,False,True,False,Light Rain
KK Nagar ATM,2014-08-10,542600,SUNDAY,Restricted Holiday,False,True,False,False,True,False,Light Rain
Christ College ATM,2014-08-10,638900,SUNDAY,Restricted Holiday,False,True,False,False,True,False,Light Rain
Big Street ATM,2014-08-11,137000,MONDAY,No Holiday,True,False,False,False,True,True,Light Rain
Mount Road ATM,2014-08-11,867700,MONDAY,No Holiday,True,False,False,False,True,True,Light Rain
Airport ATM,2014-08-11,745400,MONDAY,No Holiday,True,False,False,False,True,True,Light Rain
KK Nagar ATM,2014-08-11,1314200,MONDAY,No Holiday,True,False,False,False,True,True,Light Rain
Christ College ATM,2014-08-11,596800,MONDAY,No Holiday,True,False,False,False,True,True,Light Rain
Big Street ATM,2014-08-12,281000,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-08-12,666800,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-08-12,550900,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-08-12,1373100,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-08-12,466700,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-08-13,92200,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-08-13,437000,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-08-13,485100,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-08-13,1431100,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-08-13,535300,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-08-14,399500,THURSDAY,No Holiday,False,False,True,True,True,True,Light Rain
Mount Road ATM,2014-08-14,831500,THURSDAY,No Holiday,False,False,True,True,True,True,Light Rain
Airport ATM,2014-08-14,660500,THURSDAY,No Holiday,False,False,True,True,True,True,Light Rain
KK Nagar ATM,2014-08-14,1283000,THURSDAY,No Holiday,False,False,True,True,True,True,Light Rain
Christ College ATM,2014-08-14,905200,THURSDAY,No Holiday,False,False,True,True,True,True,Light Rain
Big Street ATM,2014-08-15,308200,FRIDAY,Gazetted Holiday,False,True,False,True,False,True,Light Rain
Mount Road ATM,2014-08-15,427200,FRIDAY,Gazetted Holiday,False,True,False,True,False,True,Light Rain
Airport ATM,2014-08-15,367400,FRIDAY,Gazetted Holiday,False,True,False,True,False,True,Light Rain
KK Nagar ATM,2014-08-15,623100,FRIDAY,Gazetted Holiday,False,True,False,True,False,True,Light Rain
Christ College ATM,2014-08-15,365300,FRIDAY,Gazetted Holiday,False,True,False,True,False,True,Light Rain
Big Street ATM,2014-08-16,369700,SATURDAY,No Holiday,True,False,True,True,False,False,Light Rain
Mount Road ATM,2014-08-16,506300,SATURDAY,No Holiday,True,False,True,True,False,False,Light Rain
Airport ATM,2014-08-16,471900,SATURDAY,No Holiday,True,False,True,True,False,False,Light Rain
KK Nagar ATM,2014-08-16,1506000,SATURDAY,No Holiday,True,False,True,True,False,False,Light Rain
Christ College ATM,2014-08-16,991500,SATURDAY,No Holiday,True,False,True,True,False,False,Light Rain
Big Street ATM,2014-08-17,390400,SUNDAY,Gazetted Holiday,False,True,True,False,True,False,Light Rain
Mount Road ATM,2014-08-17,410100,SUNDAY,Gazetted Holiday,False,True,True,False,True,False,Light Rain
Airport ATM,2014-08-17,241000,SUNDAY,Gazetted Holiday,False,True,True,False,True,False,Light Rain
KK Nagar ATM,2014-08-17,506300,SUNDAY,Gazetted Holiday,False,True,True,False,True,False,Light Rain
Christ College ATM,2014-08-17,463400,SUNDAY,Gazetted Holiday,False,True,True,False,True,False,Light Rain
Big Street ATM,2014-08-18,189600,MONDAY,Restricted Holiday,True,True,False,False,True,True,Light Rain
Mount Road ATM,2014-08-18,639100,MONDAY,Restricted Holiday,True,True,False,False,True,True,Light Rain
Airport ATM,2014-08-18,218600,MONDAY,Restricted Holiday,True,True,False,False,True,True,Light Rain
KK Nagar ATM,2014-08-18,1366200,MONDAY,Restricted Holiday,True,True,False,False,True,True,Light Rain
Christ College ATM,2014-08-18,592600,MONDAY,Restricted Holiday,True,True,False,False,True,True,Light Rain
Big Street ATM,2014-08-19,328100,TUESDAY,No Holiday,True,False,False,True,True,True,Light Rain
Mount Road ATM,2014-08-19,540300,TUESDAY,No Holiday,True,False,False,True,True,True,Light Rain
Airport ATM,2014-08-19,658800,TUESDAY,No Holiday,True,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-08-19,1522800,TUESDAY,No Holiday,True,False,False,True,True,True,Light Rain
Christ College ATM,2014-08-19,441500,TUESDAY,No Holiday,True,False,False,True,True,True,Light Rain
Big Street ATM,2014-08-20,352000,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-08-20,675200,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-08-20,338000,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-08-20,1354700,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-08-20,593100,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-08-21,292200,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-08-21,552100,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-08-21,367000,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-08-21,1071800,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-08-21,707900,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-08-22,398800,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2014-08-22,419600,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2014-08-22,467100,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2014-08-22,866900,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2014-08-22,609800,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2014-08-23,335100,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Mount Road ATM,2014-08-23,589600,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Airport ATM,2014-08-23,515200,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
KK Nagar ATM,2014-08-23,1231100,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Christ College ATM,2014-08-23,785100,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Big Street ATM,2014-08-24,314300,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Mount Road ATM,2014-08-24,211600,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Airport ATM,2014-08-24,318400,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
KK Nagar ATM,2014-08-24,469500,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Christ College ATM,2014-08-24,361800,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Big Street ATM,2014-08-25,246400,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Mount Road ATM,2014-08-25,693200,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Airport ATM,2014-08-25,508300,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
KK Nagar ATM,2014-08-25,1179700,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Christ College ATM,2014-08-25,570700,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Big Street ATM,2014-08-26,224100,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-08-26,703000,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-08-26,534800,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-08-26,1431000,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-08-26,635500,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-08-27,369100,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-08-27,641600,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-08-27,374600,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-08-27,1340000,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-08-27,635500,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-08-28,555400,THURSDAY,No Holiday,False,False,True,True,True,True,Light Rain
Mount Road ATM,2014-08-28,648000,THURSDAY,No Holiday,False,False,True,True,True,True,Light Rain
Airport ATM,2014-08-28,562400,THURSDAY,No Holiday,False,False,True,True,True,True,Light Rain
KK Nagar ATM,2014-08-28,1528200,THURSDAY,No Holiday,False,False,True,True,True,True,Light Rain
Christ College ATM,2014-08-28,974000,THURSDAY,No Holiday,False,False,True,True,True,True,Light Rain
Big Street ATM,2014-08-29,201000,FRIDAY,Restricted Holiday,False,True,False,True,False,True,Light Rain
Mount Road ATM,2014-08-29,362300,FRIDAY,Restricted Holiday,False,True,False,True,False,True,Light Rain
Airport ATM,2014-08-29,300100,FRIDAY,Restricted Holiday,False,True,False,True,False,True,Light Rain
KK Nagar ATM,2014-08-29,831100,FRIDAY,Restricted Holiday,False,True,False,True,False,True,Light Rain
Christ College ATM,2014-08-29,502800,FRIDAY,Restricted Holiday,False,True,False,True,False,True,Light Rain
Big Street ATM,2014-08-30,272600,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
Mount Road ATM,2014-08-30,942900,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
Airport ATM,2014-08-30,841100,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
KK Nagar ATM,2014-08-30,1671400,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
Christ College ATM,2014-08-30,1220000,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
Big Street ATM,2014-08-31,289700,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Mount Road ATM,2014-08-31,549900,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Airport ATM,2014-08-31,473300,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
KK Nagar ATM,2014-08-31,820400,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Christ College ATM,2014-08-31,599400,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Big Street ATM,2014-09-01,557000,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Mount Road ATM,2014-09-01,983000,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Airport ATM,2014-09-01,529500,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
KK Nagar ATM,2014-09-01,1721100,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Christ College ATM,2014-09-01,957100,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Big Street ATM,2014-09-02,390700,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-09-02,892500,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-09-02,723500,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-09-02,1856600,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-09-02,845300,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-09-03,415600,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-09-03,968300,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-09-03,443000,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-09-03,1686500,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-09-03,904100,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-09-04,493500,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-09-04,997500,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-09-04,653400,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-09-04,1418700,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-09-04,1212100,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-09-05,437300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2014-09-05,860600,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2014-09-05,606300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2014-09-05,1313200,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2014-09-05,778400,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2014-09-06,360100,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Mount Road ATM,2014-09-06,862800,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Airport ATM,2014-09-06,624700,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
KK Nagar ATM,2014-09-06,1630900,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Christ College ATM,2014-09-06,1107800,SATURDAY,No Holiday,False,False,True,True,False,False,Light Rain
Big Street ATM,2014-09-07,334800,SUNDAY,Restricted Holiday,False,True,False,False,True,False,Light Rain
Mount Road ATM,2014-09-07,501400,SUNDAY,Restricted Holiday,False,True,False,False,True,False,Light Rain
Airport ATM,2014-09-07,432800,SUNDAY,Restricted Holiday,False,True,False,False,True,False,Light Rain
KK Nagar ATM,2014-09-07,552000,SUNDAY,Restricted Holiday,False,True,False,False,True,False,Light Rain
Christ College ATM,2014-09-07,921600,SUNDAY,Restricted Holiday,False,True,False,False,True,False,Light Rain
Big Street ATM,2014-09-08,362800,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Mount Road ATM,2014-09-08,809800,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Airport ATM,2014-09-08,763100,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
KK Nagar ATM,2014-09-08,1416500,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Christ College ATM,2014-09-08,1103600,MONDAY,No Holiday,True,False,False,False,True,True,No Rain
Big Street ATM,2014-09-09,481500,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-09-09,847500,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-09-09,535500,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-09-09,1358200,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-09-09,668100,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-09-10,438400,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-09-10,871700,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-09-10,677400,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-09-10,1357000,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-09-10,622700,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-09-11,439900,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2014-09-11,667600,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2014-09-11,417500,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2014-09-11,968000,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2014-09-11,483400,THURSDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2014-09-12,490600,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2014-09-12,430600,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2014-09-12,582400,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2014-09-12,1264300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2014-09-12,684600,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2014-09-13,505500,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Mount Road ATM,2014-09-13,494100,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Airport ATM,2014-09-13,477500,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
KK Nagar ATM,2014-09-13,1308500,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Christ College ATM,2014-09-13,888800,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Big Street ATM,2014-09-14,452400,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Mount Road ATM,2014-09-14,378800,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Airport ATM,2014-09-14,259800,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
KK Nagar ATM,2014-09-14,878700,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Christ College ATM,2014-09-14,569900,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Big Street ATM,2014-09-15,336000,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Mount Road ATM,2014-09-15,736400,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Airport ATM,2014-09-15,535900,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
KK Nagar ATM,2014-09-15,1300100,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Christ College ATM,2014-09-15,844000,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Big Street ATM,2014-09-16,323100,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-09-16,421200,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-09-16,543900,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-09-16,1211400,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-09-16,373800,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-09-17,381300,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-09-17,686500,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-09-17,74500,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-09-17,1010000,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-09-17,747300,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-09-18,348600,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-09-18,618700,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-09-18,112100,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
