ATM Name,Transaction Date,Total amount Withdrawn,Weekday,Type,isYesterdayHoliday,isHoliday,isTomorrowHoliday,isYesterdayWeekday,isTomorrowWeekday,isWeekday,Rainfall Status
KK Nagar ATM,2014-09-18,1062400,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-09-18,556200,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-09-19,336300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2014-09-19,667200,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2014-09-19,216200,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2014-09-19,1034000,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2014-09-19,624100,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2014-09-20,288100,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Mount Road ATM,2014-09-20,716500,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Airport ATM,2014-09-20,500100,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
KK Nagar ATM,2014-09-20,1119900,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Christ College ATM,2014-09-20,762000,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Big Street ATM,2014-09-21,396000,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Mount Road ATM,2014-09-21,307300,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Airport ATM,2014-09-21,321000,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
KK Nagar ATM,2014-09-21,571800,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Christ College ATM,2014-09-21,169600,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Big Street ATM,2014-09-22,146000,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Mount Road ATM,2014-09-22,473200,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Airport ATM,2014-09-22,519200,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
KK Nagar ATM,2014-09-22,951400,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Christ College ATM,2014-09-22,497000,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Big Street ATM,2014-09-23,514800,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-09-23,547300,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-09-23,37700,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-09-23,1020100,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-09-23,384400,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-09-24,367800,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-09-24,815100,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-09-24,424200,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-09-24,1078700,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-09-24,394100,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-09-25,275500,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-09-25,758300,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-09-25,465200,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-09-25,1362600,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-09-25,405800,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-09-26,408800,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2014-09-26,591300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2014-09-26,439400,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2014-09-26,1250400,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2014-09-26,348100,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2014-09-27,409000,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Mount Road ATM,2014-09-27,462000,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Airport ATM,2014-09-27,273500,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
KK Nagar ATM,2014-09-27,629100,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Christ College ATM,2014-09-27,514900,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Big Street ATM,2014-09-28,212400,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Mount Road ATM,2014-09-28,449700,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Airport ATM,2014-09-28,188900,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
KK Nagar ATM,2014-09-28,587100,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Christ College ATM,2014-09-28,823700,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Big Street ATM,2014-09-29,125200,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Mount Road ATM,2014-09-29,960400,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Airport ATM,2014-09-29,153700,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
KK Nagar ATM,2014-09-29,1266400,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Christ College ATM,2014-09-29,1123200,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Big Street ATM,2014-09-30,467000,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-09-30,1141800,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-09-30,501500,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-09-30,1629700,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-09-30,1065000,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-10-01,671600,WEDNESDAY,No Holiday,False,False,True,True,True,True,Light Rain
Mount Road ATM,2014-10-01,1141300,WEDNESDAY,No Holiday,False,False,True,True,True,True,Light Rain
Airport ATM,2014-10-01,211700,WEDNESDAY,No Holiday,False,False,True,True,True,True,Light Rain
KK Nagar ATM,2014-10-01,2549800,WEDNESDAY,No Holiday,False,False,True,True,True,True,Light Rain
Christ College ATM,2014-10-01,1314700,WEDNESDAY,No Holiday,False,False,True,True,True,True,Light Rain
Big Street ATM,2014-10-02,134200,THURSDAY,Gazetted Holiday,False,True,True,True,True,True,No Rain
Mount Road ATM,2014-10-02,899300,THURSDAY,Gazetted Holiday,False,True,True,True,True,True,No Rain
KK Nagar ATM,2014-10-02,1345300,THURSDAY,Gazetted Holiday,False,True,True,True,True,True,No Rain
Christ College ATM,2014-10-02,906200,THURSDAY,Gazetted Holiday,False,True,True,True,True,True,No Rain
Big Street ATM,2014-10-03,200,FRIDAY,Gazetted Holiday,True,True,False,True,False,True,Light Rain
Mount Road ATM,2014-10-03,677500,FRIDAY,Gazetted Holiday,True,True,False,True,False,True,Light Rain
KK Nagar ATM,2014-10-03,1827900,FRIDAY,Gazetted Holiday,True,True,False,True,False,True,Light Rain
Christ College ATM,2014-10-03,81300,FRIDAY,Gazetted Holiday,True,True,False,True,False,True,Light Rain
Big Street ATM,2014-10-04,190500,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
Mount Road ATM,2014-10-04,974500,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
Airport ATM,2014-10-04,304300,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
KK Nagar ATM,2014-10-04,2004700,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
Christ College ATM,2014-10-04,764900,SATURDAY,No Holiday,True,False,False,True,False,False,Light Rain
Big Street ATM,2014-10-05,220800,SUNDAY,No Holiday,False,False,True,False,True,False,Light Rain
Mount Road ATM,2014-10-05,631300,SUNDAY,No Holiday,False,False,True,False,True,False,Light Rain
Airport ATM,2014-10-05,602700,SUNDAY,No Holiday,False,False,True,False,True,False,Light Rain
KK Nagar ATM,2014-10-05,867600,SUNDAY,No Holiday,False,False,True,False,True,False,Light Rain
Christ College ATM,2014-10-05,831600,SUNDAY,No Holiday,False,False,True,False,True,False,Light Rain
Mount Road ATM,2014-10-06,589700,MONDAY,Gazetted Holiday,False,True,False,False,True,True,Light Rain
Airport ATM,2014-10-06,322900,MONDAY,Gazetted Holiday,False,True,False,False,True,True,Light Rain
KK Nagar ATM,2014-10-06,1424100,MONDAY,Gazetted Holiday,False,True,False,False,True,True,Light Rain
Christ College ATM,2014-10-06,947500,MONDAY,Gazetted Holiday,False,True,False,False,True,True,Light Rain
Big Street ATM,2014-10-07,291600,TUESDAY,No Holiday,True,False,False,True,True,True,Light Rain
Mount Road ATM,2014-10-07,916300,TUESDAY,No Holiday,True,False,False,True,True,True,Light Rain
Airport ATM,2014-10-07,375000,TUESDAY,No Holiday,True,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-10-07,1927200,TUESDAY,No Holiday,True,False,False,True,True,True,Light Rain
Christ College ATM,2014-10-07,1391800,TUESDAY,No Holiday,True,False,False,True,True,True,Light Rain
Big Street ATM,2014-10-08,564600,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-10-08,899500,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-10-08,813700,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-10-08,1688800,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-10-08,1699000,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-10-09,501200,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-10-09,806400,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-10-09,603100,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-10-09,1293100,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-10-09,1194100,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-10-10,447900,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2014-10-10,734400,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2014-10-10,668100,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2014-10-10,1287200,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2014-10-10,1205800,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2014-10-11,288600,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Mount Road ATM,2014-10-11,818600,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Airport ATM,2014-10-11,657700,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
KK Nagar ATM,2014-10-11,1517600,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Christ College ATM,2014-10-11,1339400,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Big Street ATM,2014-10-12,533200,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Mount Road ATM,2014-10-12,597400,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Airport ATM,2014-10-12,500,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
KK Nagar ATM,2014-10-12,1164300,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Christ College ATM,2014-10-12,405200,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Big Street ATM,2014-10-13,314800,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Mount Road ATM,2014-10-13,917200,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Airport ATM,2014-10-13,264700,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
KK Nagar ATM,2014-10-13,1543500,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Christ College ATM,2014-10-13,874400,MONDAY,No Holiday,False,False,False,False,True,True,No Rain
Big Street ATM,2014-10-14,456400,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Mount Road ATM,2014-10-14,591700,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Airport ATM,2014-10-14,574300,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
KK Nagar ATM,2014-10-14,1132700,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Christ College ATM,2014-10-14,587400,TUESDAY,No Holiday,False,False,False,True,True,True,No Rain
Big Street ATM,2014-10-15,259900,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-10-15,778400,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-10-15,457900,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-10-15,1503800,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-10-15,518800,WEDNESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-10-16,520500,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-10-16,663500,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-10-16,688100,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-10-16,1366300,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-10-16,660300,THURSDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-10-17,494200,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Mount Road ATM,2014-10-17,462400,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Airport ATM,2014-10-17,299300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
KK Nagar ATM,2014-10-17,1155300,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Christ College ATM,2014-10-17,824600,FRIDAY,No Holiday,False,False,False,True,False,True,Light Rain
Big Street ATM,2014-10-18,407300,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Mount Road ATM,2014-10-18,489000,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Airport ATM,2014-10-18,519500,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
KK Nagar ATM,2014-10-18,1081000,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Christ College ATM,2014-10-18,1203400,SATURDAY,No Holiday,False,False,False,True,False,False,Light Rain
Big Street ATM,2014-10-19,529100,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Mount Road ATM,2014-10-19,24000,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Airport ATM,2014-10-19,358700,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
KK Nagar ATM,2014-10-19,1099100,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Christ College ATM,2014-10-19,680100,SUNDAY,No Holiday,False,False,False,False,True,False,Light Rain
Big Street ATM,2014-10-20,405300,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Mount Road ATM,2014-10-20,663100,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Airport ATM,2014-10-20,630100,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
KK Nagar ATM,2014-10-20,1617400,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Christ College ATM,2014-10-20,1235000,MONDAY,No Holiday,False,False,False,False,True,True,Light Rain
Big Street ATM,2014-10-21,507000,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Mount Road ATM,2014-10-21,645800,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Airport ATM,2014-10-21,629000,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
KK Nagar ATM,2014-10-21,1502600,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Christ College ATM,2014-10-21,1203800,TUESDAY,No Holiday,False,False,False,True,True,True,Light Rain
Big Street ATM,2014-10-22,529000,WEDNESDAY,No Holiday,False,False,True,True,True,True,Light Rain
Mount Road ATM,2014-10-22,245800,WEDNESDAY,No Holiday,False,False,True,True,True,True,Light Rain
Airport ATM,2014-10-22,97400,WEDNESDAY,No Holiday,False,False,True,True,True,True,Light Rain
KK Nagar ATM,2014-10-22,230700,WEDNESDAY,No Holiday,False,False,True,True,True,True,Light Rain
Christ College ATM,2014-10-22,356700,WEDNESDAY,No Holiday,False,False,True,True,True,True,Light Rain
Big Street ATM,2014-10-23,367200,THURSDAY,Gazetted Holiday,False,True,False,True,True,True,Light Rain
Mount Road ATM,2014-10-23,266100,THURSDAY,Gazetted Holiday,False,True,False,True,True,True,Light Rain
Airport ATM,2014-10-23,330300,THURSDAY,Gazetted Holiday,False,True,False,True,True,True,Light Rain
KK Nagar ATM,2014-10-23,1041600,THURSDAY,Gazetted Holiday,False,True,False,True,True,True,Light Rain
Christ College ATM,2014-10-23,540600,THURSDAY,Gazetted Holiday,False,True,False,True,True,True,Light Rain
Big Street ATM,2014-10-24,295100,FRIDAY,No Holiday,True,False,True,True,False,True,Light Rain
Mount Road ATM,2014-10-24,434700,FRIDAY,No Holiday,True,False,True,True,False,True,Light Rain
Airport ATM,2014-10-24,308900,FRIDAY,No Holiday,True,False,True,True,False,True,Light Rain
KK Nagar ATM,2014-10-24,986800,FRIDAY,No Holiday,True,False,True,True,False,True,Light Rain
Christ College ATM,2014-10-24,648900,FRIDAY,No Holiday,True,False,True,True,False,True,Light Rain
Big Street ATM,2014-10-25,283200,SATURDAY,Restricted Holiday,False,True,False,True,False,False,Light Rain
Mount Road ATM,2014-10-25,567800,SATURDAY,Restricted Holiday,False,True,False,True,False,False,Light Rain
Airport ATM,2014-10-25,444800,SATURDAY,Restricted Holiday,False,True,False,True,False,False,Light Rain
KK Nagar ATM,2014-10-25,1241300,SATURDAY,Restricted Holiday,False,True,False,True,False,False,Light Rain
Christ College ATM,2014-10-25,767500,SATURDAY,Restricted Holiday,False,True,False,True,False,False,Light Rain
Big Street ATM,2014-10-26,408100,SUNDAY,No Holiday,True,False,False,False,True,False,Light Rain
Mount Road ATM,2014-10-26,261000,SUNDAY,No Holiday,True,False,False,False,True,False,Light Rain
