Transaction Date,Total amount Withdrawn,Weekday,Type,isYesterdayHoliday,isHoliday,isTomorrowHoliday,Rainfall Status,Prev_Week_Mean
2012-08-21,8200,TUESDAY,No Holiday,True,False,False,Light Rain,130514.28571428571
2012-08-22,164400,WEDNESDAY,No Holiday,False,False,False,Light Rain,132500.0
2012-08-23,136900,THURSDAY,No Holiday,False,False,False,Light Rain,123385.71428571429
2012-08-24,201100,FRIDAY,No Holiday,False,False,False,Light Rain,126557.14285714286
2012-08-25,210600,SATURDAY,No Holiday,False,False,False,Light Rain,145157.14285714287
2012-08-26,152000,SUNDAY,No Holiday,False,False,False,Light Rain,147300.0
2012-08-27,134100,MONDAY,No Holiday,False,False,False,Light Rain,143900.0
2012-08-28,105700,TUESDAY,No Holiday,False,False,True,Light Rain,157828.57142857142
2012-08-29,154000,WEDNESDAY,Restricted Holiday,False,True,False,Light Rain,156342.85714285713
2012-08-30,137900,THURSDAY,No Holiday,True,False,False,Light Rain,156485.7142857143
2012-08-31,146900,FRIDAY,No Holiday,False,False,False,Light Rain,148742.85714285713
2012-09-01,216400,SATURDAY,No Holiday,False,False,False,Light Rain,149571.42857142858
2012-09-02,365100,SUNDAY,No Holiday,False,False,False,Light Rain,180014.2857142857
2012-09-03,187100,MONDAY,No Holiday,False,False,False,Light Rain,187585.7142857143
2012-09-04,245200,TUESDAY,No Holiday,False,False,False,Light Rain,207514.2857142857
2012-09-05,274900,WEDNESDAY,No Holiday,False,False,False,Light Rain,224785.7142857143
2012-09-06,193400,THURSDAY,No Holiday,False,False,False,Light Rain,232714.2857142857
2012-09-07,368700,FRIDAY,No Holiday,False,False,False,Light Rain,264400.0
2012-09-08,315100,SATURDAY,No Holiday,False,False,False,Light Rain,278500.0
2012-09-09,303100,SUNDAY,No Holiday,False,False,False,Light Rain,269642.85714285716
2012-09-10,182900,MONDAY,No Holiday,False,False,False,No Rain,269042.85714285716
2012-09-11,202800,TUESDAY,No Holiday,False,False,False,No Rain,262985.71428571426
2012-09-12,419700,WEDNESDAY,No Holiday,False,False,False,Light Rain,283671.4285714286
2012-09-13,344100,THURSDAY,No Holiday,False,False,False,Light Rain,305200.0
2012-09-14,322400,FRIDAY,No Holiday,False,False,False,Light Rain,298585.71428571426
2012-09-15,217400,SATURDAY,No Holiday,False,False,False,Light Rain,284628.5714285714
2012-09-16,373100,SUNDAY,No Holiday,False,False,False,No Rain,294628.5714285714
2012-09-17,343000,MONDAY,No Holiday,False,False,False,Light Rain,317500.0
2012-09-18,321000,TUESDAY,No Holiday,False,False,True,Light Rain,334385.71428571426
2012-09-19,219700,WEDNESDAY,Restricted Holiday,False,True,False,No Rain,305814.28571428574
2012-09-20,237300,THURSDAY,No Holiday,True,False,False,No Rain,290557.14285714284
2012-09-21,216300,FRIDAY,No Holiday,False,False,False,Light Rain,275400.0
2012-09-22,130200,SATURDAY,No Holiday,False,False,False,Light Rain,262942.85714285716
2012-09-23,179500,SUNDAY,No Holiday,False,False,False,No Rain,235285.7142857143
2012-09-24,148000,MONDAY,No Holiday,False,False,False,No Rain,207428.57142857142
2012-09-25,256500,TUESDAY,No Holiday,False,False,False,No Rain,198214.2857142857
2012-09-26,296200,WEDNESDAY,No Holiday,False,False,False,Light Rain,209142.85714285713
2012-09-27,255000,THURSDAY,No Holiday,False,False,False,Light Rain,211671.42857142858
2012-09-28,185700,FRIDAY,No Holiday,False,False,False,Light Rain,207300.0
2012-09-29,167500,SATURDAY,No Holiday,False,False,False,Light Rain,212628.57142857142
2012-09-30,219800,SUNDAY,No Holiday,False,False,False,Light Rain,218385.7142857143
2012-10-01,430900,MONDAY,No Holiday,False,False,True,Light Rain,258800.0
2012-10-02,347000,TUESDAY,Gazetted Holiday,False,True,False,Light Rain,271728.5714285714
2012-10-03,339700,WEDNESDAY,No Holiday,True,False,False,No Rain,277942.85714285716
2012-10-04,229300,THURSDAY,No Holiday,False,False,False,No Rain,274271.4285714286
2012-10-05,267700,FRIDAY,No Holiday,False,False,False,No Rain,285985.71428571426
2012-10-06,324600,SATURDAY,No Holiday,False,False,False,Light Rain,308428.5714285714
2012-10-07,230400,SUNDAY,No Holiday,False,False,False,Light Rain,309942.85714285716
2012-10-08,221800,MONDAY,No Holiday,False,False,False,Light Rain,280071.4285714286
2012-10-09,281500,TUESDAY,No Holiday,False,False,False,Light Rain,270714.28571428574
2012-10-10,361100,WEDNESDAY,No Holiday,False,False,False,Light Rain,273771.4285714286
2012-10-11,361400,THURSDAY,No Holiday,False,False,False,No Rain,292642.85714285716
2012-10-12,262600,FRIDAY,No Holiday,False,False,False,Light Rain,291914.28571428574
2012-10-13,270700,SATURDAY,No Holiday,False,False,False,Light Rain,284214.28571428574
2012-10-14,207800,SUNDAY,No Holiday,False,False,False,Light Rain,280985.71428571426
2012-10-15,293400,MONDAY,No Holiday,False,False,False,Light Rain,291214.28571428574
2012-10-16,310400,TUESDAY,No Holiday,False,False,False,Light Rain,295342.85714285716
2012-10-17,252100,WEDNESDAY,No Holiday,False,False,False,Light Rain,279771.4285714286
2012-10-18,244700,THURSDAY,No Holiday,False,False,False,Light Rain,263100.0
2012-10-19,174200,FRIDAY,No Holiday,False,False,False,Light Rain,250471.42857142858
2012-10-20,264400,SATURDAY,No Holiday,False,False,False,Light Rain,249571.42857142858
2012-10-21,341100,SUNDAY,No Holiday,False,False,False,Light Rain,268614.28571428574
2012-10-22,174100,MONDAY,No Holiday,False,False,False,Light Rain,251571.42857142858
2012-10-23,278600,TUESDAY,No Holiday,False,False,True,Light Rain,247028.57142857142
2012-10-24,221600,WEDNESDAY,Gazetted Holiday,False,True,False,Light Rain,242671.42857142858
2012-10-25,226400,THURSDAY,No Holiday,True,False,False,Light Rain,240057.14285714287
2012-10-26,297100,FRIDAY,No Holiday,False,False,True,Light Rain,257614.2857142857
2012-10-27,148600,SATURDAY,Gazetted Holiday,False,True,False,No Rain,241071.42857142858
2012-10-28,185600,SUNDAY,No Holiday,True,False,False,Light Rain,218857.14285714287
2012-10-29,157300,MONDAY,No Holiday,False,False,False,Light Rain,216457.14285714287
2012-10-30,150400,TUESDAY,No Holiday,False,False,True,Light Rain,198142.85714285713
2012-10-31,231300,WEDNESDAY,Observance,False,True,False,Light Rain,199528.57142857142
2012-11-01,353300,THURSDAY,No Holiday,True,False,False,Light Rain,217657.14285714287
2012-11-02,330100,FRIDAY,No Holiday,False,False,False,Light Rain,222371.42857142858
2012-11-03,318300,SATURDAY,No Holiday,False,False,False,Light Rain,246614.2857142857
2012-11-04,242300,SUNDAY,No Holiday,False,False,False,Light Rain,254714.2857142857
2012-11-05,394100,MONDAY,No Holiday,False,False,False,No Rain,288542.85714285716
2012-11-06,300200,TUESDAY,No Holiday,False,False,False,No Rain,309942.85714285716
2012-11-07,392100,WEDNESDAY,No Holiday,False,False,False,Light Rain,332914.28571428574
2012-11-08,302800,THURSDAY,No Holiday,False,False,False,Light Rain,325700.0
2012-11-09,318100,FRIDAY,No Holiday,False,False,False,Light Rain,323985.71428571426
2012-11-10,491800,SATURDAY,No Holiday,False,False,False,Light Rain,348771.4285714286
2012-11-11,466800,SUNDAY,No Holiday,False,False,False,Light Rain,380842.85714285716
2012-11-12,451200,MONDAY,No Holiday,False,False,True,No Rain,389000.0
2012-11-13,374200,TUESDAY,Gazetted Holiday,False,True,False,No Rain,399571.4285714286
2012-11-14,185500,WEDNESDAY,No Holiday,True,False,True,No Rain,370057.14285714284
2012-11-15,246100,THURSDAY,Restricted Holiday,False,True,False,No Rain,361957.14285714284
2012-11-16,346900,FRIDAY,No Holiday,True,False,False,No Rain,366071.4285714286
2012-11-17,232400,SATURDAY,No Holiday,False,False,False,No Rain,329014.28571428574
2012-11-19,332800,MONDAY,No Holiday,False,False,False,No Rain,309871.4285714286
2012-11-20,277800,TUESDAY,No Holiday,False,False,False,No Rain,285100.0
2012-11-21,286200,WEDNESDAY,No Holiday,False,False,False,Light Rain,272528.5714285714
2012-11-22,234400,THURSDAY,No Holiday,False,False,False,Light Rain,279514.28571428574
2012-11-23,261500,FRIDAY,No Holiday,False,False,False,Light Rain,281714.28571428574
2012-11-24,252200,SATURDAY,No Holiday,False,False,True,Light Rain,268185.71428571426
2012-11-25,212700,SUNDAY,Gazetted Holiday,False,True,False,No Rain,265371.4285714286
2012-11-26,290600,MONDAY,No Holiday,True,False,False,No Rain,259342.85714285713
2012-11-27,272400,TUESDAY,No Holiday,False,False,True,No Rain,258571.42857142858
2012-11-28,153100,WEDNESDAY,Gazetted Holiday,False,True,False,No Rain,239557.14285714287
2012-11-29,288100,THURSDAY,No Holiday,True,False,False,No Rain,247228.57142857142
2012-11-30,340700,FRIDAY,No Holiday,False,False,False,No Rain,258542.85714285713
2012-12-01,433100,SATURDAY,No Holiday,False,False,False,No Rain,284385.71428571426
2012-12-02,432600,SUNDAY,No Holiday,False,False,False,No Rain,315800.0
2012-12-03,398200,MONDAY,No Holiday,False,False,False,Light Rain,331171.4285714286
2012-12-04,446000,TUESDAY,No Holiday,False,False,False,Light Rain,355971.4285714286
2012-12-05,383800,WEDNESDAY,No Holiday,False,False,False,Light Rain,388928.5714285714
2012-12-06,268300,THURSDAY,No Holiday,False,False,False,No Rain,386100.0
2012-12-07,369100,FRIDAY,No Holiday,False,False,False,No Rain,390157.14285714284
2012-12-08,362300,SATURDAY,No Holiday,False,False,False,No Rain,380042.85714285716
2012-12-09,327800,SUNDAY,No Holiday,False,False,False,No Rain,365071.4285714286
2012-12-10,300700,MONDAY,No Holiday,False,False,False,No Rain,351142.85714285716
2012-12-11,325300,TUESDAY,No Holiday,False,False,False,No Rain,333900.0
2012-12-12,366200,WEDNESDAY,No Holiday,False,False,False,No Rain,331385.71428571426
2012-12-13,338800,THURSDAY,No Holiday,False,False,False,No Rain,341457.14285714284
2012-12-14,308600,FRIDAY,No Holiday,False,False,False,No Rain,332814.28571428574
2012-12-15,406200,SATURDAY,No Holiday,False,False,False,No Rain,339085.71428571426
2012-12-16,349100,SUNDAY,No Holiday,False,False,False,No Rain,342128.5714285714
2012-12-17,291300,MONDAY,No Holiday,False,False,False,No Rain,340785.71428571426
2012-12-18,241900,TUESDAY,No Holiday,False,False,False,No Rain,328871.4285714286
2012-12-19,226200,WEDNESDAY,No Holiday,False,False,False,No Rain,308871.4285714286
2012-12-20,287200,THURSDAY,No Holiday,False,False,False,No Rain,301500.0
2012-12-21,304600,FRIDAY,No Holiday,False,False,False,No Rain,300928.5714285714
2012-12-22,436000,SATURDAY,No Holiday,False,False,False,No Rain,305185.71428571426
2012-12-23,220700,SUNDAY,No Holiday,False,False,True,No Rain,286842.85714285716
2012-12-24,363900,MONDAY,Restricted Holiday,False,True,True,No Rain,297214.28571428574
2012-12-25,235400,TUESDAY,Gazetted Holiday,True,True,False,No Rain,296285.71428571426
2012-12-26,210800,WEDNESDAY,No Holiday,True,False,False,No Rain,294085.71428571426
2012-12-27,343200,THURSDAY,No Holiday,False,False,False,No Rain,302085.71428571426
2012-12-28,468700,FRIDAY,No Holiday,False,False,False,No Rain,325528.5714285714
2012-12-29,264300,SATURDAY,No Holiday,False,False,False,Light Rain,301000.0
2012-12-30,376000,SUNDAY,No Holiday,False,False,True,Light Rain,323185.71428571426
2012-12-31,364300,MONDAY,Observance,False,True,True,Light Rain,323242.85714285716
2013-01-01,429200,TUESDAY,Restricted Holiday,True,True,False,No Rain,350928.5714285714
2013-01-02,401000,WEDNESDAY,No Holiday,True,False,False,No Rain,378100.0
2013-01-03,314800,THURSDAY,No Holiday,False,False,False,No Rain,374042.85714285716
2013-01-04,356900,FRIDAY,No Holiday,False,False,False,No Rain,358071.4285714286
2013-01-05,148800,SATURDAY,No Holiday,False,False,False,No Rain,341571.4285714286
2013-01-06,307200,SUNDAY,No Holiday,False,False,False,No Rain,331742.85714285716
2013-01-07,273500,MONDAY,No Holiday,False,False,False,No Rain,318771.4285714286
2013-01-08,242600,TUESDAY,No Holiday,False,False,False,No Rain,292114.28571428574
2013-01-09,215300,WEDNESDAY,No Holiday,False,False,False,No Rain,265585.71428571426
2013-01-10,336000,THURSDAY,No Holiday,False,False,False,No Rain,268614.28571428574
2013-01-11,341600,FRIDAY,No Holiday,False,False,False,No Rain,266428.5714285714
2013-01-12,329300,SATURDAY,No Holiday,False,False,True,No Rain,292214.28571428574
2013-01-13,289800,SUNDAY,Restricted Holiday,False,True,True,No Rain,289728.5714285714
2013-01-14,268900,MONDAY,Restricted Holiday,True,True,False,No Rain,289071.4285714286
2013-01-15,261100,TUESDAY,No Holiday,True,False,False,No Rain,291714.28571428574
2013-01-16,378500,WEDNESDAY,No Holiday,False,False,False,No Rain,315028.5714285714
2013-01-17,324400,THURSDAY,No Holiday,False,False,True,No Rain,313371.4285714286
2013-01-18,254400,FRIDAY,Restricted Holiday,False,True,False,No Rain,300914.28571428574
2013-01-19,248100,SATURDAY,No Holiday,True,False,False,No Rain,289314.28571428574
2013-01-20,222900,SUNDAY,No Holiday,False,False,False,No Rain,279757.14285714284
2013-01-21,393900,MONDAY,No Holiday,False,False,False,No Rain,297614.28571428574
2013-01-22,310100,TUESDAY,No Holiday,False,False,False,No Rain,304614.28571428574
2013-01-23,329200,WEDNESDAY,No Holiday,False,False,False,No Rain,297571.4285714286
2013-01-24,350400,THURSDAY,No Holiday,False,False,True,No Rain,301285.71428571426
2013-01-25,228200,FRIDAY,Gazetted Holiday,False,True,True,No Rain,297542.85714285716
2013-01-26,128800,SATURDAY,Gazetted Holiday,True,True,False,No Rain,280500.0
2013-01-27,197100,SUNDAY,No Holiday,True,False,False,No Rain,276814.28571428574
2013-01-28,494200,MONDAY,No Holiday,False,False,False,No Rain,291142.85714285716
2013-01-29,378100,TUESDAY,No Holiday,False,False,False,No Rain,300857.14285714284
2013-01-30,211500,WEDNESDAY,No Holiday,False,False,False,No Rain,284042.85714285716
2013-01-31,297000,THURSDAY,No Holiday,False,False,False,No Rain,276414.28571428574
2013-02-01,469500,FRIDAY,No Holiday,False,False,False,No Rain,310885.71428571426
2013-02-02,289000,SATURDAY,No Holiday,False,False,False,No Rain,333771.4285714286
2013-02-03,338700,SUNDAY,No Holiday,False,False,False,No Rain,354000.0
2013-02-04,231400,MONDAY,No Holiday,False,False,False,No Rain,316457.14285714284
2013-02-05,367000,TUESDAY,No Holiday,False,False,False,No Rain,314871.4285714286
2013-02-06,235900,WEDNESDAY,No Holiday,False,False,False,No Rain,318357.14285714284
2013-02-07,597700,THURSDAY,No Holiday,False,False,False,Light Rain,361314.28571428574
2013-02-08,234200,FRIDAY,No Holiday,False,False,False,Light Rain,327700.0
2013-02-09,139000,SATURDAY,No Holiday,False,False,False,Light Rain,306271.4285714286
2013-02-10,407900,SUNDAY,No Holiday,False,False,False,No Rain,316157.14285714284
2013-02-11,292200,MONDAY,No Holiday,False,False,False,No Rain,324842.85714285716
2013-02-12,459000,TUESDAY,No Holiday,False,False,False,No Rain,337985.71428571426
2013-02-13,282300,WEDNESDAY,No Holiday,False,False,True,Light Rain,344614.28571428574
2013-02-14,282700,THURSDAY,Observance,False,True,False,Light Rain,299614.28571428574
2013-02-15,297300,FRIDAY,No Holiday,True,False,False,Light Rain,308628.5714285714
2013-02-16,234100,SATURDAY,No Holiday,False,False,False,Light Rain,322214.28571428574
2013-02-17,381000,SUNDAY,No Holiday,False,False,False,Light Rain,318371.4285714286
2013-02-18,293600,MONDAY,No Holiday,False,False,True,Light Rain,318571.4285714286
2013-02-19,241100,TUESDAY,Restricted Holiday,False,True,False,Light Rain,287442.85714285716
2013-02-20,380200,WEDNESDAY,No Holiday,True,False,False,No Rain,301428.5714285714
2013-02-21,192900,THURSDAY,No Holiday,False,False,False,No Rain,288600.0
2013-02-22,194300,FRIDAY,No Holiday,False,False,False,No Rain,273885.71428571426
2013-02-23,175300,SATURDAY,No Holiday,False,False,False,No Rain,265485.71428571426
2013-02-24,243100,SUNDAY,No Holiday,False,False,False,No Rain,245785.7142857143
2013-02-25,391600,MONDAY,No Holiday,False,False,False,No Rain,259785.7142857143
2013-02-26,304200,TUESDAY,No Holiday,False,False,False,No Rain,268800.0
2013-02-27,338000,WEDNESDAY,No Holiday,False,False,False,No Rain,262771.4285714286
2013-02-28,457200,THURSDAY,No Holiday,False,False,False,No Rain,300528.5714285714
2013-03-01,245300,FRIDAY,No Holiday,False,False,False,No Rain,307814.28571428574
2013-03-02,122300,SATURDAY,No Holiday,False,False,False,No Rain,300242.85714285716
2013-03-03,201000,SUNDAY,No Holiday,False,False,False,No Rain,294228.5714285714
2013-03-04,319700,MONDAY,No Holiday,False,False,False,No Rain,283957.14285714284
2013-03-05,253100,TUESDAY,No Holiday,False,False,False,No Rain,276657.14285714284
2013-03-06,286800,WEDNESDAY,No Holiday,False,False,False,Light Rain,269342.85714285716
2013-03-07,308500,THURSDAY,No Holiday,False,False,False,Light Rain,248100.0
2013-03-08,275000,FRIDAY,No Holiday,False,False,False,Light Rain,252342.85714285713
2013-03-09,379300,SATURDAY,No Holiday,False,False,True,No Rain,289057.14285714284
2013-03-10,304000,SUNDAY,Gazetted Holiday,False,True,False,No Rain,303771.4285714286
2013-03-11,263700,MONDAY,No Holiday,True,False,False,Light Rain,295771.4285714286
2013-03-12,426200,TUESDAY,No Holiday,False,False,False,Light Rain,320500.0
2013-03-13,286400,WEDNESDAY,No Holiday,False,False,False,Light Rain,320442.85714285716
2013-03-14,337800,THURSDAY,No Holiday,False,False,False,No Rain,324628.5714285714
2013-03-15,453000,FRIDAY,No Holiday,False,False,False,No Rain,350057.14285714284
2013-03-16,331100,SATURDAY,No Holiday,False,False,False,No Rain,343171.4285714286
2013-03-17,305200,SUNDAY,No Holiday,False,False,False,Light Rain,343342.85714285716
2013-03-18,313500,MONDAY,No Holiday,False,False,False,Light Rain,350457.14285714284
2013-03-19,207400,TUESDAY,No Holiday,False,False,False,Light Rain,319200.0
2013-03-20,444200,WEDNESDAY,No Holiday,False,False,False,No Rain,341742.85714285716
2013-03-21,272700,THURSDAY,No Holiday,False,False,False,No Rain,332442.85714285716
2013-03-22,257000,FRIDAY,No Holiday,False,False,False,No Rain,304442.85714285716
2013-03-23,219300,SATURDAY,No Holiday,False,False,False,No Rain,288471.4285714286
2013-03-24,269600,SUNDAY,No Holiday,False,False,False,No Rain,283385.71428571426
2013-03-25,295700,MONDAY,No Holiday,False,False,True,No Rain,280842.85714285716
2013-03-26,254200,TUESDAY,Restricted Holiday,False,True,True,Light Rain,287528.5714285714
2013-03-27,91200,WEDNESDAY,Gazetted Holiday,True,True,False,Light Rain,237100.0
2013-03-28,360000,THURSDAY,No Holiday,True,False,True,No Rain,249571.42857142858
2013-03-29,361100,FRIDAY,Gazetted Holiday,False,True,False,No Rain,264442.85714285716
2013-03-30,388500,SATURDAY,No Holiday,True,False,True,No Rain,288614.28571428574
2013-03-31,379800,SUNDAY,Restricted Holiday,False,True,False,Light Rain,304357.14285714284
2013-04-01,377700,MONDAY,No Holiday,True,False,False,Light Rain,316071.4285714286
2013-04-02,404600,TUESDAY,No Holiday,False,False,False,Light Rain,337557.14285714284
2013-04-03,297700,WEDNESDAY,No Holiday,False,False,False,Light Rain,367057.14285714284
2013-04-04,297500,THURSDAY,No Holiday,False,False,False,No Rain,358128.5714285714
2013-04-05,400200,FRIDAY,No Holiday,False,False,False,Light Rain,363714.28571428574
2013-04-06,222900,SATURDAY,No Holiday,False,False,False,Light Rain,340057.14285714284
2013-04-07,370000,SUNDAY,No Holiday,False,False,False,No Rain,338657.14285714284
2013-04-08,295600,MONDAY,No Holiday,False,False,False,No Rain,326928.5714285714
2013-04-09,274600,TUESDAY,No Holiday,False,False,False,No Rain,308357.14285714284
2013-04-10,458200,WEDNESDAY,No Holiday,False,False,False,Light Rain,331285.71428571426
2013-04-11,403300,THURSDAY,No Holiday,False,False,False,No Rain,346400.0
2013-04-12,319500,FRIDAY,No Holiday,False,False,False,No Rain,334871.4285714286
2013-04-13,263200,SATURDAY,No Holiday,False,False,True,No Rain,340628.5714285714
2013-04-14,233300,SUNDAY,Observance,False,True,False,No Rain,321100.0
2013-04-15,337000,MONDAY,No Holiday,True,False,False,Light Rain,327014.28571428574
2013-04-16,443400,TUESDAY,No Holiday,False,False,False,No Rain,351128.5714285714
2013-04-17,228400,WEDNESDAY,No Holiday,False,False,False,No Rain,318300.0
2013-04-18,148500,THURSDAY,No Holiday,False,False,True,No Rain,281900.0
2013-04-19,332900,FRIDAY,Gazetted Holiday,False,True,False,No Rain,283814.28571428574
2013-04-20,389200,SATURDAY,No Holiday,True,False,False,No Rain,301814.28571428574
2013-04-21,240800,SUNDAY,No Holiday,False,False,False,No Rain,302885.71428571426
2013-04-22,211900,MONDAY,No Holiday,False,False,False,Light Rain,285014.28571428574
2013-04-23,360600,TUESDAY,No Holiday,False,False,True,Light Rain,273185.71428571426
2013-04-24,309300,WEDNESDAY,Gazetted Holiday,False,True,False,Light Rain,284742.85714285716
2013-04-25,282300,THURSDAY,No Holiday,True,False,False,Light Rain,303857.14285714284
2013-04-26,309600,FRIDAY,No Holiday,False,False,False,Light Rain,300528.5714285714
2013-04-27,475300,SATURDAY,No Holiday,False,False,False,Light Rain,312828.5714285714
2013-04-28,307000,SUNDAY,No Holiday,False,False,False,Light Rain,322285.71428571426
2013-04-29,310500,MONDAY,No Holiday,False,False,False,Light Rain,336371.4285714286
2013-04-30,460800,TUESDAY,No Holiday,False,False,True,No Rain,350685.71428571426
2013-05-01,355500,WEDNESDAY,Observance,False,True,False,No Rain,357285.71428571426
2013-05-02,236800,THURSDAY,No Holiday,True,False,False,Light Rain,350785.71428571426
2013-05-03,575300,FRIDAY,No Holiday,False,False,False,Light Rain,388742.85714285716
2013-05-04,276500,SATURDAY,No Holiday,False,False,False,Light Rain,360342.85714285716
2013-05-05,572600,SUNDAY,No Holiday,False,False,False,Light Rain,398285.71428571426
2013-05-06,197500,MONDAY,No Holiday,False,False,False,Light Rain,382142.85714285716
2013-05-07,210700,TUESDAY,No Holiday,False,False,False,Light Rain,346414.28571428574
2013-05-08,450400,WEDNESDAY,No Holiday,False,False,False,Light Rain,359971.4285714286
2013-05-09,348900,THURSDAY,No Holiday,False,False,False,Light Rain,375985.71428571426
2013-05-10,315400,FRIDAY,No Holiday,False,False,False,Light Rain,338857.14285714284
2013-05-11,338400,SATURDAY,No Holiday,False,False,True,Light Rain,347700.0
2013-05-12,329000,SUNDAY,Observance,False,True,False,Light Rain,312900.0
2013-05-13,423000,MONDAY,No Holiday,True,False,False,Light Rain,345114.28571428574
2013-05-14,405000,TUESDAY,No Holiday,False,False,False,Light Rain,372871.4285714286
2013-05-15,357900,WEDNESDAY,No Holiday,False,False,False,No Rain,359657.14285714284
2013-05-16,291200,THURSDAY,No Holiday,False,False,False,Light Rain,351414.28571428574
2013-05-17,169300,FRIDAY,No Holiday,False,False,False,Light Rain,330542.85714285716
2013-05-18,443200,SATURDAY,No Holiday,False,False,False,Light Rain,345514.28571428574
2013-05-19,321500,SUNDAY,No Holiday,False,False,False,Light Rain,344442.85714285716
2013-05-20,262300,MONDAY,No Holiday,False,False,False,Light Rain,321485.71428571426
2013-05-21,425500,TUESDAY,No Holiday,False,False,False,Light Rain,324414.28571428574
2013-05-22,425400,WEDNESDAY,No Holiday,False,False,False,Light Rain,334057.14285714284
2013-05-23,327100,THURSDAY,No Holiday,False,False,False,Light Rain,339185.71428571426
2013-05-24,283000,FRIDAY,No Holiday,False,False,True,No Rain,355428.5714285714
2013-05-25,136900,SATURDAY,Gazetted Holiday,False,True,False,Light Rain,311671.4285714286
2013-05-27,102500,MONDAY,No Holiday,False,False,False,Light Rain,280385.71428571426
2013-05-28,191300,TUESDAY,No Holiday,False,False,False,Light Rain,270242.85714285716
2013-05-29,219200,WEDNESDAY,No Holiday,False,False,False,Light Rain,240771.42857142858
2013-05-30,289500,THURSDAY,No Holiday,False,False,False,Light Rain,221357.14285714287
2013-05-31,401400,FRIDAY,No Holiday,False,False,False,Light Rain,231971.42857142858
2013-06-01,431100,SATURDAY,No Holiday,False,False,False,Light Rain,253128.57142857142
2013-06-02,467400,SUNDAY,No Holiday,False,False,False,Light Rain,300342.85714285716
2013-06-03,328600,MONDAY,No Holiday,False,False,False,Light Rain,332642.85714285716
2013-06-04,408100,TUESDAY,No Holiday,False,False,False,Light Rain,363614.28571428574
2013-06-05,288500,WEDNESDAY,No Holiday,False,False,False,Light Rain,373514.28571428574
2013-06-06,293400,THURSDAY,No Holiday,False,False,False,Light Rain,374071.4285714286
2013-06-07,209700,FRIDAY,No Holiday,False,False,False,Light Rain,346685.71428571426
2013-06-08,473500,SATURDAY,No Holiday,False,False,False,Light Rain,352742.85714285716
2013-06-09,379000,SUNDAY,No Holiday,False,False,False,Light Rain,340114.28571428574
2013-06-10,309600,MONDAY,No Holiday,False,False,False,Light Rain,337400.0
2013-06-11,484000,TUESDAY,No Holiday,False,False,False,Light Rain,348242.85714285716
2013-06-12,341500,WEDNESDAY,No Holiday,False,False,False,Light Rain,355814.28571428574
2013-06-13,325500,THURSDAY,No Holiday,False,False,False,No Rain,360400.0
2013-06-14,382900,FRIDAY,No Holiday,False,False,False,Light Rain,385142.85714285716
2013-06-15,421900,SATURDAY,No Holiday,False,False,True,Light Rain,377771.4285714286
2013-06-16,332700,SUNDAY,Observance,False,True,False,No Rain,371157.14285714284
2013-06-17,387200,MONDAY,No Holiday,True,False,False,Light Rain,382242.85714285716
2013-06-18,397300,TUESDAY,No Holiday,False,False,False,Light Rain,369857.14285714284
2013-06-19,344000,WEDNESDAY,No Holiday,False,False,False,Light Rain,370214.28571428574
2013-06-20,557700,THURSDAY,No Holiday,False,False,False,Light Rain,403385.71428571426
2013-06-21,268600,FRIDAY,No Holiday,False,False,False,Light Rain,387057.14285714284
2013-06-22,463800,SATURDAY,No Holiday,False,False,False,Light Rain,393042.85714285716
2013-06-23,179800,SUNDAY,No Holiday,False,False,False,Light Rain,371200.0
2013-06-24,218800,MONDAY,No Holiday,False,False,False,Light Rain,347142.85714285716
2013-06-25,196000,TUESDAY,No Holiday,False,False,False,Light Rain,318385.71428571426
2013-06-26,162100,WEDNESDAY,No Holiday,False,False,False,Light Rain,292400.0
2013-06-27,346000,THURSDAY,No Holiday,False,False,False,Light Rain,262157.14285714284
2013-06-28,320800,FRIDAY,No Holiday,False,False,False,Light Rain,269614.28571428574
2013-06-29,407100,SATURDAY,No Holiday,False,False,False,Light Rain,261514.2857142857
2013-06-30,425600,SUNDAY,No Holiday,False,False,False,Light Rain,296628.5714285714
2013-07-01,273400,MONDAY,No Holiday,False,False,False,Light Rain,304428.5714285714
2013-07-02,342500,TUESDAY,No Holiday,False,False,False,Light Rain,325357.14285714284
2013-07-03,426300,WEDNESDAY,No Holiday,False,False,False,Light Rain,363100.0
2013-07-04,568600,THURSDAY,No Holiday,False,False,False,Light Rain,394900.0
2013-07-05,375400,FRIDAY,No Holiday,False,False,False,Light Rain,402700.0
2013-07-06,334300,SATURDAY,No Holiday,False,False,False,Light Rain,392300.0
2013-07-07,531100,SUNDAY,No Holiday,False,False,False,Light Rain,407371.4285714286
2013-07-08,328400,MONDAY,No Holiday,False,False,False,Light Rain,415228.5714285714
2013-07-09,509900,TUESDAY,No Holiday,False,False,False,No Rain,439142.85714285716
2013-07-10,471700,WEDNESDAY,No Holiday,False,False,False,Light Rain,445628.5714285714
2013-07-11,357200,THURSDAY,No Holiday,False,False,False,No Rain,415428.5714285714
2013-07-12,280600,FRIDAY,No Holiday,False,False,False,Light Rain,401885.71428571426
2013-07-13,285500,SATURDAY,No Holiday,False,False,False,Light Rain,394914.28571428574
2013-07-14,175200,SUNDAY,No Holiday,False,False,False,No Rain,344071.4285714286
2013-07-15,341500,MONDAY,No Holiday,False,False,False,Light Rain,345942.85714285716
