ATM Name,Total amount Withdrawn,Weekday,Festival Religion,Working Day,Holiday Sequence,Day,Month,Year,Rainfall_Status
Mount Road ATM,922700,WEDNESDAY,NH,W,WWW,5,3,2014,Light Rain
Airport ATM,619500,WEDNESDAY,NH,W,WWW,5,3,2014,Light Rain
KK Nagar ATM,1752800,WEDNESDAY,NH,W,WWW,5,3,2014,Light Rain
Christ College ATM,1447400,WEDNESDAY,NH,W,WWW,5,3,2014,Light Rain
Big Street ATM,391000,THURSDAY,NH,W,WWW,6,3,2014,Light Rain
Mount Road ATM,794400,THURSDAY,NH,W,WWW,6,3,2014,Light Rain
Airport ATM,660400,THURSDAY,NH,W,WWW,6,3,2014,Light Rain
KK Nagar ATM,1460700,THURSDAY,NH,W,WWW,6,3,2014,Light Rain
Christ College ATM,945900,THURSDAY,NH,W,WWW,6,3,2014,Light Rain
Big Street ATM,428200,FRIDAY,NH,W,WWH,7,3,2014,Light Rain
Mount Road ATM,586700,FRIDAY,NH,W,WWH,7,3,2014,Light Rain
Airport ATM,379600,FRIDAY,NH,W,WWH,7,3,2014,Light Rain
KK Nagar ATM,951900,FRIDAY,NH,W,WWH,7,3,2014,Light Rain
Christ College ATM,908700,FRIDAY,NH,W,WWH,7,3,2014,Light Rain
Big Street ATM,683500,SATURDAY,NH,H,WHH,8,3,2014,Light Rain
Mount Road ATM,949600,SATURDAY,NH,H,WHH,8,3,2014,Light Rain
Airport ATM,758300,SATURDAY,NH,H,WHH,8,3,2014,Light Rain
KK Nagar ATM,1378700,SATURDAY,NH,H,WHH,8,3,2014,Light Rain
Christ College ATM,1252500,SATURDAY,NH,H,WHH,8,3,2014,Light Rain
Big Street ATM,350000,SUNDAY,NH,H,HHW,9,3,2014,No Rain
Mount Road ATM,493400,SUNDAY,NH,H,HHW,9,3,2014,No Rain
Airport ATM,314900,SUNDAY,NH,H,HHW,9,3,2014,No Rain
KK Nagar ATM,507600,SUNDAY,NH,H,HHW,9,3,2014,No Rain
Christ College ATM,529800,SUNDAY,NH,H,HHW,9,3,2014,No Rain
Big Street ATM,423900,MONDAY,NH,W,HWW,10,3,2014,No Rain
Mount Road ATM,834100,MONDAY,NH,W,HWW,10,3,2014,No Rain
Airport ATM,469300,MONDAY,NH,W,HWW,10,3,2014,No Rain
KK Nagar ATM,1434200,MONDAY,NH,W,HWW,10,3,2014,No Rain
Christ College ATM,994200,MONDAY,NH,W,HWW,10,3,2014,No Rain
Big Street ATM,339300,TUESDAY,NH,W,WWW,11,3,2014,No Rain
Mount Road ATM,684000,TUESDAY,NH,W,WWW,11,3,2014,No Rain
Airport ATM,551100,TUESDAY,NH,W,WWW,11,3,2014,No Rain
KK Nagar ATM,1166700,TUESDAY,NH,W,WWW,11,3,2014,No Rain
Christ College ATM,762800,TUESDAY,NH,W,WWW,11,3,2014,No Rain
Big Street ATM,406600,WEDNESDAY,NH,W,WWW,12,3,2014,No Rain
Mount Road ATM,629600,WEDNESDAY,NH,W,WWW,12,3,2014,No Rain
Airport ATM,742100,WEDNESDAY,NH,W,WWW,12,3,2014,No Rain
KK Nagar ATM,1100500,WEDNESDAY,NH,W,WWW,12,3,2014,No Rain
Christ College ATM,685700,WEDNESDAY,NH,W,WWW,12,3,2014,No Rain
Big Street ATM,305100,THURSDAY,NH,W,WWW,13,3,2014,No Rain
Mount Road ATM,388500,THURSDAY,NH,W,WWW,13,3,2014,No Rain
Airport ATM,504500,THURSDAY,NH,W,WWW,13,3,2014,No Rain
KK Nagar ATM,1105900,THURSDAY,NH,W,WWW,13,3,2014,No Rain
Christ College ATM,530100,THURSDAY,NH,W,WWW,13,3,2014,No Rain
Big Street ATM,333300,FRIDAY,NH,W,WWH,14,3,2014,No Rain
Mount Road ATM,620800,FRIDAY,NH,W,WWH,14,3,2014,No Rain
Airport ATM,645700,FRIDAY,NH,W,WWH,14,3,2014,No Rain
KK Nagar ATM,1180600,FRIDAY,NH,W,WWH,14,3,2014,No Rain
Christ College ATM,442200,FRIDAY,NH,W,WWH,14,3,2014,No Rain
Big Street ATM,489000,SATURDAY,NH,H,WHH,15,3,2014,No Rain
Mount Road ATM,492800,SATURDAY,NH,H,WHH,15,3,2014,No Rain
Airport ATM,473200,SATURDAY,NH,H,WHH,15,3,2014,No Rain
KK Nagar ATM,1654400,SATURDAY,NH,H,WHH,15,3,2014,No Rain
Christ College ATM,582300,SATURDAY,NH,H,WHH,15,3,2014,No Rain
Big Street ATM,368300,SUNDAY,NH,H,HHW,16,3,2014,No Rain
Mount Road ATM,376300,SUNDAY,NH,H,HHW,16,3,2014,No Rain
Airport ATM,287000,SUNDAY,NH,H,HHW,16,3,2014,No Rain
KK Nagar ATM,565100,SUNDAY,NH,H,HHW,16,3,2014,No Rain
Christ College ATM,586200,SUNDAY,NH,H,HHW,16,3,2014,No Rain
Big Street ATM,118800,MONDAY,NH,W,HWW,17,3,2014,No Rain
Mount Road ATM,1235000,MONDAY,NH,W,HWW,17,3,2014,No Rain
Airport ATM,525500,MONDAY,NH,W,HWW,17,3,2014,No Rain
KK Nagar ATM,1099700,MONDAY,NH,W,HWW,17,3,2014,No Rain
Christ College ATM,819800,MONDAY,NH,W,HWW,17,3,2014,No Rain
Big Street ATM,360200,TUESDAY,NH,W,WWW,18,3,2014,No Rain
Mount Road ATM,498900,TUESDAY,NH,W,WWW,18,3,2014,No Rain
Airport ATM,494800,TUESDAY,NH,W,WWW,18,3,2014,No Rain
KK Nagar ATM,827400,TUESDAY,NH,W,WWW,18,3,2014,No Rain
Christ College ATM,924000,TUESDAY,NH,W,WWW,18,3,2014,No Rain
Big Street ATM,455000,WEDNESDAY,NH,W,WWW,19,3,2014,No Rain
Mount Road ATM,788000,WEDNESDAY,NH,W,WWW,19,3,2014,No Rain
Airport ATM,576500,WEDNESDAY,NH,W,WWW,19,3,2014,No Rain
KK Nagar ATM,990700,WEDNESDAY,NH,W,WWW,19,3,2014,No Rain
Christ College ATM,699700,WEDNESDAY,NH,W,WWW,19,3,2014,No Rain
Big Street ATM,422700,THURSDAY,NH,W,WWW,20,3,2014,No Rain
Mount Road ATM,638300,THURSDAY,NH,W,WWW,20,3,2014,No Rain
Airport ATM,412900,THURSDAY,NH,W,WWW,20,3,2014,No Rain
KK Nagar ATM,1254800,THURSDAY,NH,W,WWW,20,3,2014,No Rain
Christ College ATM,474400,THURSDAY,NH,W,WWW,20,3,2014,No Rain
Big Street ATM,357500,FRIDAY,NH,W,WWH,21,3,2014,No Rain
Mount Road ATM,709800,FRIDAY,NH,W,WWH,21,3,2014,No Rain
Airport ATM,577700,FRIDAY,NH,W,WWH,21,3,2014,No Rain
KK Nagar ATM,964100,FRIDAY,NH,W,WWH,21,3,2014,No Rain
Christ College ATM,591900,FRIDAY,NH,W,WWH,21,3,2014,No Rain
Big Street ATM,238300,SATURDAY,NH,H,WHH,22,3,2014,No Rain
Mount Road ATM,992500,SATURDAY,NH,H,WHH,22,3,2014,No Rain
Airport ATM,521600,SATURDAY,NH,H,WHH,22,3,2014,No Rain
KK Nagar ATM,918700,SATURDAY,NH,H,WHH,22,3,2014,No Rain
Christ College ATM,737000,SATURDAY,NH,H,WHH,22,3,2014,No Rain
Big Street ATM,288900,SUNDAY,NH,H,HHW,23,3,2014,No Rain
Mount Road ATM,377300,SUNDAY,NH,H,HHW,23,3,2014,No Rain
Airport ATM,448400,SUNDAY,NH,H,HHW,23,3,2014,No Rain
KK Nagar ATM,364200,SUNDAY,NH,H,HHW,23,3,2014,No Rain
Christ College ATM,465700,SUNDAY,NH,H,HHW,23,3,2014,No Rain
Big Street ATM,338200,MONDAY,NH,W,HWW,24,3,2014,Light Rain
Mount Road ATM,568400,MONDAY,NH,W,HWW,24,3,2014,Light Rain
Airport ATM,448800,MONDAY,NH,W,HWW,24,3,2014,Light Rain
KK Nagar ATM,767100,MONDAY,NH,W,HWW,24,3,2014,Light Rain
Christ College ATM,468100,MONDAY,NH,W,HWW,24,3,2014,Light Rain
Big Street ATM,372700,TUESDAY,NH,W,WWW,25,3,2014,Light Rain
Mount Road ATM,609300,TUESDAY,NH,W,WWW,25,3,2014,Light Rain
Airport ATM,448900,TUESDAY,NH,W,WWW,25,3,2014,Light Rain
KK Nagar ATM,1265300,TUESDAY,NH,W,WWW,25,3,2014,Light Rain
Christ College ATM,732500,TUESDAY,NH,W,WWW,25,3,2014,Light Rain
Big Street ATM,468900,WEDNESDAY,NH,W,WWW,26,3,2014,Light Rain
Mount Road ATM,833700,WEDNESDAY,NH,W,WWW,26,3,2014,Light Rain
Airport ATM,511400,WEDNESDAY,NH,W,WWW,26,3,2014,Light Rain
KK Nagar ATM,1725700,WEDNESDAY,NH,W,WWW,26,3,2014,Light Rain
Christ College ATM,701200,WEDNESDAY,NH,W,WWW,26,3,2014,Light Rain
Big Street ATM,510400,THURSDAY,NH,W,WWW,27,3,2014,No Rain
Mount Road ATM,567800,THURSDAY,NH,W,WWW,27,3,2014,No Rain
Airport ATM,759700,THURSDAY,NH,W,WWW,27,3,2014,No Rain
KK Nagar ATM,1306500,THURSDAY,NH,W,WWW,27,3,2014,No Rain
Christ College ATM,506800,THURSDAY,NH,W,WWW,27,3,2014,No Rain
Big Street ATM,378700,FRIDAY,NH,W,WWH,28,3,2014,No Rain
Mount Road ATM,373400,FRIDAY,NH,W,WWH,28,3,2014,No Rain
Airport ATM,627400,FRIDAY,NH,W,WWH,28,3,2014,No Rain
KK Nagar ATM,1292400,FRIDAY,NH,W,WWH,28,3,2014,No Rain
Christ College ATM,773000,FRIDAY,NH,W,WWH,28,3,2014,No Rain
Big Street ATM,356900,SATURDAY,NH,H,WHH,29,3,2014,No Rain
Mount Road ATM,1126600,SATURDAY,NH,H,WHH,29,3,2014,No Rain
Airport ATM,936400,SATURDAY,NH,H,WHH,29,3,2014,No Rain
KK Nagar ATM,1528600,SATURDAY,NH,H,WHH,29,3,2014,No Rain
Christ College ATM,1086100,SATURDAY,NH,H,WHH,29,3,2014,No Rain
Big Street ATM,340100,SUNDAY,NH,H,HHH,30,3,2014,No Rain
Mount Road ATM,415300,SUNDAY,NH,H,HHH,30,3,2014,No Rain
Airport ATM,519600,SUNDAY,NH,H,HHH,30,3,2014,No Rain
KK Nagar ATM,655300,SUNDAY,NH,H,HHH,30,3,2014,No Rain
Christ College ATM,439800,SUNDAY,NH,H,HHH,30,3,2014,No Rain
Big Street ATM,765300,MONDAY,H,H,HHW,31,3,2014,No Rain
Mount Road ATM,1272400,MONDAY,H,H,HHW,31,3,2014,No Rain
Airport ATM,746400,MONDAY,H,H,HHW,31,3,2014,No Rain
KK Nagar ATM,2271100,MONDAY,H,H,HHW,31,3,2014,No Rain
Christ College ATM,581100,MONDAY,H,H,HHW,31,3,2014,No Rain
Big Street ATM,313900,WEDNESDAY,NH,W,WWW,2,4,2014,No Rain
Mount Road ATM,192700,WEDNESDAY,NH,W,WWW,2,4,2014,No Rain
Airport ATM,206200,WEDNESDAY,NH,W,WWW,2,4,2014,No Rain
KK Nagar ATM,1385700,WEDNESDAY,NH,W,WWW,2,4,2014,No Rain
Christ College ATM,820300,WEDNESDAY,NH,W,WWW,2,4,2014,No Rain
Big Street ATM,423800,THURSDAY,NH,W,WWW,3,4,2014,No Rain
Mount Road ATM,1006500,THURSDAY,NH,W,WWW,3,4,2014,No Rain
Airport ATM,141100,THURSDAY,NH,W,WWW,3,4,2014,No Rain
KK Nagar ATM,1758300,THURSDAY,NH,W,WWW,3,4,2014,No Rain
Christ College ATM,1153500,THURSDAY,NH,W,WWW,3,4,2014,No Rain
Big Street ATM,478100,FRIDAY,NH,W,WWH,4,4,2014,No Rain
Mount Road ATM,948100,FRIDAY,NH,W,WWH,4,4,2014,No Rain
Airport ATM,500,FRIDAY,NH,W,WWH,4,4,2014,No Rain
KK Nagar ATM,1532300,FRIDAY,NH,W,WWH,4,4,2014,No Rain
Christ College ATM,605800,FRIDAY,NH,W,WWH,4,4,2014,No Rain
Big Street ATM,401700,SATURDAY,NH,H,WHH,5,4,2014,No Rain
Mount Road ATM,772600,SATURDAY,NH,H,WHH,5,4,2014,No Rain
KK Nagar ATM,1900700,SATURDAY,NH,H,WHH,5,4,2014,No Rain
Christ College ATM,831700,SATURDAY,NH,H,WHH,5,4,2014,No Rain
Big Street ATM,360500,SUNDAY,NH,H,HHW,6,4,2014,No Rain
Mount Road ATM,605100,SUNDAY,NH,H,HHW,6,4,2014,No Rain
KK Nagar ATM,436600,SUNDAY,NH,H,HHW,6,4,2014,No Rain
Christ College ATM,735300,SUNDAY,NH,H,HHW,6,4,2014,No Rain
Big Street ATM,462300,MONDAY,NH,W,HWW,7,4,2014,No Rain
Mount Road ATM,721300,MONDAY,NH,W,HWW,7,4,2014,No Rain
Airport ATM,11800,MONDAY,NH,W,HWW,7,4,2014,No Rain
KK Nagar ATM,1149300,MONDAY,NH,W,HWW,7,4,2014,No Rain
Christ College ATM,1154300,MONDAY,NH,W,HWW,7,4,2014,No Rain
Big Street ATM,476200,TUESDAY,NH,W,WWW,8,4,2014,Light Rain
Mount Road ATM,814200,TUESDAY,NH,W,WWW,8,4,2014,Light Rain
KK Nagar ATM,1253800,TUESDAY,NH,W,WWW,8,4,2014,Light Rain
Christ College ATM,1163100,TUESDAY,NH,W,WWW,8,4,2014,Light Rain
Big Street ATM,408700,WEDNESDAY,NH,W,WWW,9,4,2014,Light Rain
Mount Road ATM,741800,WEDNESDAY,NH,W,WWW,9,4,2014,Light Rain
KK Nagar ATM,1626000,WEDNESDAY,NH,W,WWW,9,4,2014,Light Rain
Christ College ATM,803400,WEDNESDAY,NH,W,WWW,9,4,2014,Light Rain
Big Street ATM,637200,THURSDAY,NH,W,WWW,10,4,2014,Light Rain
Mount Road ATM,668000,THURSDAY,NH,W,WWW,10,4,2014,Light Rain
KK Nagar ATM,1289700,THURSDAY,NH,W,WWW,10,4,2014,Light Rain
Christ College ATM,910400,THURSDAY,NH,W,WWW,10,4,2014,Light Rain
Big Street ATM,441100,FRIDAY,NH,W,WWH,11,4,2014,Light Rain
Mount Road ATM,535900,FRIDAY,NH,W,WWH,11,4,2014,Light Rain
KK Nagar ATM,1388300,FRIDAY,NH,W,WWH,11,4,2014,Light Rain
Christ College ATM,916200,FRIDAY,NH,W,WWH,11,4,2014,Light Rain
Big Street ATM,439100,SATURDAY,NH,H,WHH,12,4,2014,Light Rain
Mount Road ATM,768600,SATURDAY,NH,H,WHH,12,4,2014,Light Rain
Airport ATM,268400,SATURDAY,NH,H,WHH,12,4,2014,Light Rain
KK Nagar ATM,1268200,SATURDAY,NH,H,WHH,12,4,2014,Light Rain
Christ College ATM,915700,SATURDAY,NH,H,WHH,12,4,2014,Light Rain
Big Street ATM,257900,SUNDAY,H,H,HHH,13,4,2014,Light Rain
Mount Road ATM,546200,SUNDAY,H,H,HHH,13,4,2014,Light Rain
Airport ATM,458000,SUNDAY,H,H,HHH,13,4,2014,Light Rain
KK Nagar ATM,635600,SUNDAY,H,H,HHH,13,4,2014,Light Rain
Christ College ATM,458200,SUNDAY,H,H,HHH,13,4,2014,Light Rain
Big Street ATM,126200,MONDAY,H,H,HHW,14,4,2014,Light Rain
Mount Road ATM,356800,MONDAY,H,H,HHW,14,4,2014,Light Rain
Airport ATM,176400,MONDAY,H,H,HHW,14,4,2014,Light Rain
KK Nagar ATM,1047900,MONDAY,H,H,HHW,14,4,2014,Light Rain
Christ College ATM,314100,MONDAY,H,H,HHW,14,4,2014,Light Rain
Big Street ATM,200600,TUESDAY,NH,W,HWW,15,4,2014,Light Rain
Mount Road ATM,706700,TUESDAY,NH,W,HWW,15,4,2014,Light Rain
Airport ATM,77000,TUESDAY,NH,W,HWW,15,4,2014,Light Rain
KK Nagar ATM,1367400,TUESDAY,NH,W,HWW,15,4,2014,Light Rain
Christ College ATM,449100,TUESDAY,NH,W,HWW,15,4,2014,Light Rain
Big Street ATM,499800,WEDNESDAY,NH,W,WWW,16,4,2014,Light Rain
Mount Road ATM,525700,WEDNESDAY,NH,W,WWW,16,4,2014,Light Rain
Airport ATM,20400,WEDNESDAY,NH,W,WWW,16,4,2014,Light Rain
KK Nagar ATM,1327800,WEDNESDAY,NH,W,WWW,16,4,2014,Light Rain
Christ College ATM,1102200,WEDNESDAY,NH,W,WWW,16,4,2014,Light Rain
Big Street ATM,472100,THURSDAY,NH,W,WWH,17,4,2014,Light Rain
Mount Road ATM,706300,THURSDAY,NH,W,WWH,17,4,2014,Light Rain
Airport ATM,28100,THURSDAY,NH,W,WWH,17,4,2014,Light Rain
KK Nagar ATM,1553800,THURSDAY,NH,W,WWH,17,4,2014,Light Rain
Christ College ATM,770000,THURSDAY,NH,W,WWH,17,4,2014,Light Rain
Big Street ATM,413600,FRIDAY,C,H,WHH,18,4,2014,Light Rain
Mount Road ATM,560300,FRIDAY,C,H,WHH,18,4,2014,Light Rain
Airport ATM,239900,FRIDAY,C,H,WHH,18,4,2014,Light Rain
KK Nagar ATM,759000,FRIDAY,C,H,WHH,18,4,2014,Light Rain
Christ College ATM,457600,FRIDAY,C,H,WHH,18,4,2014,Light Rain
Big Street ATM,372300,SATURDAY,NH,H,HHH,19,4,2014,Light Rain
Mount Road ATM,604900,SATURDAY,NH,H,HHH,19,4,2014,Light Rain
Airport ATM,398200,SATURDAY,NH,H,HHH,19,4,2014,Light Rain
KK Nagar ATM,931600,SATURDAY,NH,H,HHH,19,4,2014,Light Rain
Christ College ATM,630200,SATURDAY,NH,H,HHH,19,4,2014,Light Rain
Big Street ATM,361100,SUNDAY,NH,H,HHW,20,4,2014,Light Rain
Mount Road ATM,405500,SUNDAY,NH,H,HHW,20,4,2014,Light Rain
Airport ATM,587100,SUNDAY,NH,H,HHW,20,4,2014,Light Rain
KK Nagar ATM,317600,SUNDAY,NH,H,HHW,20,4,2014,Light Rain
Christ College ATM,214700,SUNDAY,NH,H,HHW,20,4,2014,Light Rain
Big Street ATM,322500,MONDAY,NH,W,HWW,21,4,2014,No Rain
Mount Road ATM,1057300,MONDAY,NH,W,HWW,21,4,2014,No Rain
Airport ATM,512100,MONDAY,NH,W,HWW,21,4,2014,No Rain
KK Nagar ATM,1372000,MONDAY,NH,W,HWW,21,4,2014,No Rain
Christ College ATM,469100,MONDAY,NH,W,HWW,21,4,2014,No Rain
Big Street ATM,439100,TUESDAY,NH,W,WWW,22,4,2014,No Rain
Mount Road ATM,641300,TUESDAY,NH,W,WWW,22,4,2014,No Rain
Airport ATM,606600,TUESDAY,NH,W,WWW,22,4,2014,No Rain
KK Nagar ATM,980900,TUESDAY,NH,W,WWW,22,4,2014,No Rain
Christ College ATM,510700,TUESDAY,NH,W,WWW,22,4,2014,No Rain
Big Street ATM,371700,WEDNESDAY,NH,W,WWW,23,4,2014,No Rain
Mount Road ATM,383300,WEDNESDAY,NH,W,WWW,23,4,2014,No Rain
Airport ATM,748700,WEDNESDAY,NH,W,WWW,23,4,2014,No Rain
KK Nagar ATM,1332600,WEDNESDAY,NH,W,WWW,23,4,2014,No Rain
Christ College ATM,618700,WEDNESDAY,NH,W,WWW,23,4,2014,No Rain
Big Street ATM,29300,THURSDAY,NH,W,WWW,24,4,2014,Light Rain
Mount Road ATM,177300,THURSDAY,NH,W,WWW,24,4,2014,Light Rain
Airport ATM,453800,THURSDAY,NH,W,WWW,24,4,2014,Light Rain
KK Nagar ATM,219100,THURSDAY,NH,W,WWW,24,4,2014,Light Rain
Christ College ATM,143400,THURSDAY,NH,W,WWW,24,4,2014,Light Rain
Big Street ATM,331000,FRIDAY,NH,W,WWH,25,4,2014,Light Rain
Mount Road ATM,699700,FRIDAY,NH,W,WWH,25,4,2014,Light Rain
Airport ATM,494100,FRIDAY,NH,W,WWH,25,4,2014,Light Rain
KK Nagar ATM,1369200,FRIDAY,NH,W,WWH,25,4,2014,Light Rain
Christ College ATM,502200,FRIDAY,NH,W,WWH,25,4,2014,Light Rain
Big Street ATM,511300,SATURDAY,NH,H,WHH,26,4,2014,Light Rain
Mount Road ATM,427600,SATURDAY,NH,H,WHH,26,4,2014,Light Rain
Airport ATM,846700,SATURDAY,NH,H,WHH,26,4,2014,Light Rain
KK Nagar ATM,2010200,SATURDAY,NH,H,WHH,26,4,2014,Light Rain
Christ College ATM,619000,SATURDAY,NH,H,WHH,26,4,2014,Light Rain
Big Street ATM,254000,SUNDAY,NH,H,HHW,27,4,2014,Light Rain
Mount Road ATM,428500,SUNDAY,NH,H,HHW,27,4,2014,Light Rain
Airport ATM,394000,SUNDAY,NH,H,HHW,27,4,2014,Light Rain
KK Nagar ATM,468300,SUNDAY,NH,H,HHW,27,4,2014,Light Rain
Christ College ATM,248300,SUNDAY,NH,H,HHW,27,4,2014,Light Rain
Big Street ATM,295200,MONDAY,NH,W,HWW,28,4,2014,Light Rain
Mount Road ATM,531600,MONDAY,NH,W,HWW,28,4,2014,Light Rain
Airport ATM,313200,MONDAY,NH,W,HWW,28,4,2014,Light Rain
KK Nagar ATM,1420100,MONDAY,NH,W,HWW,28,4,2014,Light Rain
Christ College ATM,703700,MONDAY,NH,W,HWW,28,4,2014,Light Rain
Big Street ATM,374100,TUESDAY,NH,W,WWW,29,4,2014,Light Rain
Mount Road ATM,344600,TUESDAY,NH,W,WWW,29,4,2014,Light Rain
Airport ATM,618200,TUESDAY,NH,W,WWW,29,4,2014,Light Rain
KK Nagar ATM,1044500,TUESDAY,NH,W,WWW,29,4,2014,Light Rain
Christ College ATM,419900,TUESDAY,NH,W,WWW,29,4,2014,Light Rain
Big Street ATM,361500,WEDNESDAY,NH,W,WWH,30,4,2014,Light Rain
Mount Road ATM,1063800,WEDNESDAY,NH,W,WWH,30,4,2014,Light Rain
Airport ATM,772800,WEDNESDAY,NH,W,WWH,30,4,2014,Light Rain
KK Nagar ATM,2010800,WEDNESDAY,NH,W,WWH,30,4,2014,Light Rain
Christ College ATM,880100,WEDNESDAY,NH,W,WWH,30,4,2014,Light Rain
Big Street ATM,349200,THURSDAY,N,H,WHW,1,5,2014,Light Rain
Mount Road ATM,438300,THURSDAY,N,H,WHW,1,5,2014,Light Rain
Airport ATM,443600,THURSDAY,N,H,WHW,1,5,2014,Light Rain
KK Nagar ATM,973000,THURSDAY,N,H,WHW,1,5,2014,Light Rain
Christ College ATM,478600,THURSDAY,N,H,WHW,1,5,2014,Light Rain
Big Street ATM,473000,FRIDAY,NH,W,HWH,2,5,2014,Light Rain
Mount Road ATM,883100,FRIDAY,NH,W,HWH,2,5,2014,Light Rain
Airport ATM,455200,FRIDAY,NH,W,HWH,2,5,2014,Light Rain
KK Nagar ATM,2221600,FRIDAY,NH,W,HWH,2,5,2014,Light Rain
Christ College ATM,718600,FRIDAY,NH,W,HWH,2,5,2014,Light Rain
Big Street ATM,248200,SATURDAY,NH,H,WHH,3,5,2014,Light Rain
Mount Road ATM,925300,SATURDAY,NH,H,WHH,3,5,2014,Light Rain
Airport ATM,978600,SATURDAY,NH,H,WHH,3,5,2014,Light Rain
KK Nagar ATM,1449100,SATURDAY,NH,H,WHH,3,5,2014,Light Rain
Christ College ATM,797800,SATURDAY,NH,H,WHH,3,5,2014,Light Rain
Big Street ATM,340500,SUNDAY,NH,H,HHW,4,5,2014,Light Rain
Mount Road ATM,459500,SUNDAY,NH,H,HHW,4,5,2014,Light Rain
Airport ATM,494900,SUNDAY,NH,H,HHW,4,5,2014,Light Rain
KK Nagar ATM,485300,SUNDAY,NH,H,HHW,4,5,2014,Light Rain
Christ College ATM,533700,SUNDAY,NH,H,HHW,4,5,2014,Light Rain
Big Street ATM,190900,MONDAY,NH,W,HWW,5,5,2014,Light Rain
Mount Road ATM,1022100,MONDAY,NH,W,HWW,5,5,2014,Light Rain
Airport ATM,502400,MONDAY,NH,W,HWW,5,5,2014,Light Rain
KK Nagar ATM,1687100,MONDAY,NH,W,HWW,5,5,2014,Light Rain
Christ College ATM,676900,MONDAY,NH,W,HWW,5,5,2014,Light Rain
Big Street ATM,155700,TUESDAY,NH,W,WWW,6,5,2014,Light Rain
Mount Road ATM,604500,TUESDAY,NH,W,WWW,6,5,2014,Light Rain
Airport ATM,595400,TUESDAY,NH,W,WWW,6,5,2014,Light Rain
KK Nagar ATM,1725400,TUESDAY,NH,W,WWW,6,5,2014,Light Rain
Christ College ATM,821400,TUESDAY,NH,W,WWW,6,5,2014,Light Rain
Big Street ATM,376700,WEDNESDAY,NH,W,WWW,7,5,2014,Moderate Rain
Mount Road ATM,740300,WEDNESDAY,NH,W,WWW,7,5,2014,Moderate Rain
Airport ATM,724200,WEDNESDAY,NH,W,WWW,7,5,2014,Moderate Rain
KK Nagar ATM,1270600,WEDNESDAY,NH,W,WWW,7,5,2014,Moderate Rain
Christ College ATM,626000,WEDNESDAY,NH,W,WWW,7,5,2014,Moderate Rain
Big Street ATM,298800,THURSDAY,NH,W,WWW,8,5,2014,Heavy Rain
Mount Road ATM,850400,THURSDAY,NH,W,WWW,8,5,2014,Heavy Rain
Airport ATM,561900,THURSDAY,NH,W,WWW,8,5,2014,Heavy Rain
KK Nagar ATM,1510400,THURSDAY,NH,W,WWW,8,5,2014,Heavy Rain
Christ College ATM,684200,THURSDAY,NH,W,WWW,8,5,2014,Heavy Rain
Big Street ATM,145900,FRIDAY,NH,W,WWH,9,5,2014,Light Rain
Mount Road ATM,493300,FRIDAY,NH,W,WWH,9,5,2014,Light Rain
Airport ATM,563300,FRIDAY,NH,W,WWH,9,5,2014,Light Rain
KK Nagar ATM,1589300,FRIDAY,NH,W,WWH,9,5,2014,Light Rain
Christ College ATM,675100,FRIDAY,NH,W,WWH,9,5,2014,Light Rain
Big Street ATM,369500,SATURDAY,NH,H,WHH,10,5,2014,Light Rain
Mount Road ATM,916900,SATURDAY,NH,H,WHH,10,5,2014,Light Rain
Airport ATM,599700,SATURDAY,NH,H,WHH,10,5,2014,Light Rain
KK Nagar ATM,1243000,SATURDAY,NH,H,WHH,10,5,2014,Light Rain
Christ College ATM,619400,SATURDAY,NH,H,WHH,10,5,2014,Light Rain
Big Street ATM,203300,SUNDAY,NH,H,HHW,11,5,2014,Light Rain
Mount Road ATM,286500,SUNDAY,NH,H,HHW,11,5,2014,Light Rain
Airport ATM,407400,SUNDAY,NH,H,HHW,11,5,2014,Light Rain
KK Nagar ATM,454600,SUNDAY,NH,H,HHW,11,5,2014,Light Rain
Christ College ATM,254600,SUNDAY,NH,H,HHW,11,5,2014,Light Rain
Big Street ATM,269600,MONDAY,NH,W,HWW,12,5,2014,Light Rain
Mount Road ATM,660100,MONDAY,NH,W,HWW,12,5,2014,Light Rain
Airport ATM,494400,MONDAY,NH,W,HWW,12,5,2014,Light Rain
KK Nagar ATM,1247400,MONDAY,NH,W,HWW,12,5,2014,Light Rain
Christ College ATM,570800,MONDAY,NH,W,HWW,12,5,2014,Light Rain
Big Street ATM,404800,TUESDAY,NH,W,WWW,13,5,2014,Light Rain
Mount Road ATM,782500,TUESDAY,NH,W,WWW,13,5,2014,Light Rain
Airport ATM,550500,TUESDAY,NH,W,WWW,13,5,2014,Light Rain
KK Nagar ATM,1088100,TUESDAY,NH,W,WWW,13,5,2014,Light Rain
Christ College ATM,684000,TUESDAY,NH,W,WWW,13,5,2014,Light Rain
Big Street ATM,398400,WEDNESDAY,NH,W,WWW,14,5,2014,No Rain
Mount Road ATM,613100,WEDNESDAY,NH,W,WWW,14,5,2014,No Rain
Airport ATM,578900,WEDNESDAY,NH,W,WWW,14,5,2014,No Rain
KK Nagar ATM,1074900,WEDNESDAY,NH,W,WWW,14,5,2014,No Rain
Christ College ATM,689300,WEDNESDAY,NH,W,WWW,14,5,2014,No Rain
Big Street ATM,208600,THURSDAY,NH,W,WWW,15,5,2014,No Rain
Mount Road ATM,475200,THURSDAY,NH,W,WWW,15,5,2014,No Rain
